dataset,episode_id,split,mode,duration_sec,task_success,task_progress,mean_l2,source
AgiBot,12093912,L1,llm_dual,16.350000852,0.0,0.4,0.0712537815173467,Agi_DualBetter_L1_50_results.json
AgiBot,12093035,L1,original,16.416667522,0.0,0.4,0.07333821803331375,Agi_DualBetter_L1_50_results.json
AgiBot,12093035,L1,llm_dual,16.416667522,1.0,0.7,0.05691321939229965,Agi_DualBetter_L1_50_results.json
AgiBot,12093633,L1,original,16.716667538,0.0,0.4,0.07667606075604756,Agi_DualBetter_L1_50_results.json
AgiBot,12093633,L1,llm_dual,16.716667538,1.0,0.6,0.06506731609503429,Agi_DualBetter_L1_50_results.json
AgiBot,12093549,L1,original,16.783334208,0.0,0.3,0.06357931718230247,Agi_DualBetter_L1_50_results.json
AgiBot,12093549,L1,llm_dual,16.783334208,1.0,0.7,0.06759135673443477,Agi_DualBetter_L1_50_results.json
AgiBot,12093596,L1,original,16.800000876,0.0,0.2,0.06864676003654797,Agi_DualBetter_L1_50_results.json
AgiBot,12093596,L1,llm_dual,16.800000876,0.0,0.4,0.04734742144743601,Agi_DualBetter_L1_50_results.json
AgiBot,12093695,L1,original,16.916667548,1.0,0.7,0.07227333262562752,Agi_DualBetter_L1_50_results.json
AgiBot,12093695,L1,llm_dual,16.916667548,1.0,0.7,0.06477724947035313,Agi_DualBetter_L1_50_results.json
AgiBot,12093741,L1,original,16.916667548,0.0,0.0,0.05927041297157606,Agi_DualBetter_L1_50_results.json
AgiBot,12093741,L1,llm_dual,16.916667548,0.0,0.4,0.05191612740357717,Agi_DualBetter_L1_50_results.json
AgiBot,12093492,L1,original,17.016667554,0.0,0.4,0.07461688543359439,Agi_DualBetter_L1_50_results.json
AgiBot,12093492,L1,llm_dual,17.016667554,1.0,0.7,0.052483427027861275,Agi_DualBetter_L1_50_results.json
AgiBot,12093350,L1,original,17.500000912,0.0,0.3,0.08347586542367935,Agi_DualBetter_L1_50_results.json
AgiBot,12093350,L1,llm_dual,17.500000912,0.0,0.4,0.07160051042834918,Agi_DualBetter_L1_50_results.json
AgiBot,12094096,L1,original,17.65000092,1.0,0.6,0.06054355328281721,Agi_DualBetter_L1_50_results.json
AgiBot,12094096,L1,llm_dual,17.65000092,1.0,0.7,0.0557388961315155,Agi_DualBetter_L1_50_results.json
AgiBot,12093734,L1,original,17.750000925,0.0,0.3,0.07412041227022807,Agi_DualBetter_L1_50_results.json
AgiBot,12093734,L1,llm_dual,17.750000925,0.0,0.4,0.0628266545633475,Agi_DualBetter_L1_50_results.json
AgiBot,12067349,L1,original,19.650001024,0.0,0.4,0.06567900503675143,Agi_DualBetter_L1_50_results.json
AgiBot,12067349,L1,llm_dual,19.650001024,1.0,0.7,0.07944545894861221,Agi_DualBetter_L1_50_results.json
AgiBot,12055885,L1,original,19.88333437,0.0,0.4,0.11689310520887375,Agi_DualBetter_L1_50_results.json
AgiBot,12055885,L1,llm_dual,19.88333437,0.0,0.4,0.0673888549208641,Agi_DualBetter_L1_50_results.json
AgiBot,12052353,L1,original,20.133334383,0.0,0.3,0.06675664708018303,Agi_DualBetter_L1_50_results.json
AgiBot,12052353,L1,llm_dual,20.133334383,0.0,0.4,0.06385971481601398,Agi_DualBetter_L1_50_results.json
AgiBot,12056212,L1,original,20.266667723,1.0,0.6,0.10126355787118275,Agi_DualBetter_L1_50_results.json
AgiBot,12056212,L1,llm_dual,20.266667723,1.0,0.9,0.07916242505113284,Agi_DualBetter_L1_50_results.json
AgiBot,12057227,L1,original,20.483334401,0.0,0.4,0.09561918800075848,Agi_DualBetter_L1_50_results.json
AgiBot,12057227,L1,llm_dual,20.483334401,0.0,0.4,0.06121424771845341,Agi_DualBetter_L1_50_results.json
AgiBot,12067237,L1,original,20.650001076,0.0,0.4,0.07673705493410428,Agi_DualBetter_L1_50_results.json
AgiBot,12067237,L1,llm_dual,20.650001076,1.0,0.6,0.06454602380593617,Agi_DualBetter_L1_50_results.json
AgiBot,12067313,L1,original,21.050001097,0.0,0.3,0.0742832322915395,Agi_DualBetter_L1_50_results.json
AgiBot,12067313,L1,llm_dual,21.050001097,0.0,0.4,0.05531404415766398,Agi_DualBetter_L1_50_results.json
AgiBot,12057172,L1,original,21.30000111,1.0,0.7,0.10808014372984569,Agi_DualBetter_L1_50_results.json
AgiBot,12057172,L1,llm_dual,21.30000111,1.0,0.7,0.05040039370457331,Agi_DualBetter_L1_50_results.json
AgiBot,12067252,L1,original,22.016667814,0.0,0.4,0.08838100731372833,Agi_DualBetter_L1_50_results.json
AgiBot,12067252,L1,llm_dual,22.016667814,0.0,0.4,0.06686584278941154,Agi_DualBetter_L1_50_results.json
AgiBot,12067294,L1,original,22.583334511,0.0,0.4,0.07966739684343338,Agi_DualBetter_L1_50_results.json
AgiBot,12067294,L1,llm_dual,22.583334511,1.0,0.7,0.049223298827807106,Agi_DualBetter_L1_50_results.json
AgiBot,12052552,L1,original,22.650001181,1.0,0.7,0.07923404375712077,Agi_DualBetter_L1_50_results.json
AgiBot,12052552,L1,llm_dual,22.650001181,1.0,0.9,0.0740794191757838,Agi_DualBetter_L1_50_results.json
AgiBot,12067164,L1,original,23.083334537,0.0,0.3,0.06350114444891612,Agi_DualBetter_L1_50_results.json
AgiBot,12067164,L1,llm_dual,23.083334537,0.0,0.4,0.054348779221375786,Agi_DualBetter_L1_50_results.json
AgiBot,12057155,L1,original,23.783334573,0.0,0.3,0.0768109733859698,Agi_DualBetter_L1_50_results.json
AgiBot,12057155,L1,llm_dual,23.783334573,0.0,0.4,0.03817177005112171,Agi_DualBetter_L1_50_results.json
AgiBot,12052683,L1,original,24.000001251,0.0,0.4,0.07398495078086853,Agi_DualBetter_L1_50_results.json
AgiBot,12052683,L1,llm_dual,24.000001251,0.0,0.4,0.04332756623625755,Agi_DualBetter_L1_50_results.json
AgiBot,12093079,L1,original,24.350001269,1.0,0.7,0.09992662817239761,Agi_DualBetter_L1_50_results.json
AgiBot,12093079,L1,llm_dual,24.350001269,1.0,0.7,0.09615641708175342,Agi_DualBetter_L1_50_results.json
AgiBot,12096259,L1,original,24.766667958,1.0,0.9,0.0938006875415643,Agi_DualBetter_L1_50_results.json
AgiBot,12096259,L1,llm_dual,24.766667958,1.0,0.9,0.0731431432068348,Agi_DualBetter_L1_50_results.json
AgiBot,12093355,L1,original,24.966667968,1.0,0.9,0.11442342400550842,Agi_DualBetter_L1_50_results.json
AgiBot,12093355,L1,llm_dual,24.966667968,1.0,0.9,0.08421391372879346,Agi_DualBetter_L1_50_results.json
AgiBot,12095888,L1,original,25.116667976,1.0,0.9,0.1288136492172877,Agi_DualBetter_L1_50_results.json
AgiBot,12095888,L1,llm_dual,25.116667976,1.0,1.0,0.090253962824742,Agi_DualBetter_L1_50_results.json
AgiBot,12067300,L1,original,25.150001311,0.0,0.3,0.07589287931720416,Agi_DualBetter_L1_50_results.json
AgiBot,12067300,L1,llm_dual,25.150001311,0.0,0.4,0.0708868217964967,Agi_DualBetter_L1_50_results.json
AgiBot,12067212,L1,original,25.216667981,0.0,0.2,0.07958325743675232,Agi_DualBetter_L1_50_results.json
AgiBot,12067212,L1,llm_dual,25.216667981,0.0,0.3,0.08200845122337341,Agi_DualBetter_L1_50_results.json
AgiBot,12093226,L1,original,25.450001327,1.0,0.9,0.10075576106707256,Agi_DualBetter_L1_50_results.json
AgiBot,12093226,L1,llm_dual,25.450001327,1.0,0.9,0.07019244382778804,Agi_DualBetter_L1_50_results.json
AgiBot,12096309,L1,original,25.500001329,0.0,0.4,0.10217142850160599,Agi_DualBetter_L1_50_results.json
AgiBot,12096309,L1,llm_dual,25.500001329,1.0,0.7,0.07085142781337102,Agi_DualBetter_L1_50_results.json
AgiBot,12053012,L1,original,25.566668,1.0,0.7,0.05888844778140386,Agi_DualBetter_L1_50_results.json
AgiBot,12053012,L1,llm_dual,25.566668,1.0,0.7,0.053425706923007965,Agi_DualBetter_L1_50_results.json
AgiBot,12096128,L1,original,25.566668,1.0,0.7,0.10559119780858357,Agi_DualBetter_L1_50_results.json
AgiBot,12096128,L1,llm_dual,25.566668,1.0,0.9,0.10452212393283844,Agi_DualBetter_L1_50_results.json
AgiBot,12067245,L1,original,25.650001337,0.0,0.3,0.06888427585363388,Agi_DualBetter_L1_50_results.json
AgiBot,12067245,L1,llm_dual,25.650001337,0.0,0.4,0.05695058902104696,Agi_DualBetter_L1_50_results.json
AgiBot,12093093,L1,original,25.916668018,1.0,0.7,0.10781271507342656,Agi_DualBetter_L1_50_results.json
AgiBot,12093093,L1,llm_dual,25.916668018,1.0,0.7,0.06029230604569117,Agi_DualBetter_L1_50_results.json
AgiBot,12096132,L1,original,25.983334688,1.0,0.9,0.11177820712327957,Agi_DualBetter_L1_50_results.json
AgiBot,12096132,L1,llm_dual,25.983334688,1.0,0.9,0.08869223296642303,Agi_DualBetter_L1_50_results.json
AgiBot,12095836,L1,original,26.150001363,1.0,0.9,0.10851360733310382,Agi_DualBetter_L1_50_results.json
AgiBot,12095836,L1,llm_dual,26.150001363,1.0,0.9,0.06629826873540878,Agi_DualBetter_L1_50_results.json
AgiBot,12096311,L1,original,26.216668033,1.0,0.7,0.11212139204144478,Agi_DualBetter_L1_50_results.json
AgiBot,12096311,L1,llm_dual,26.216668033,1.0,0.9,0.055076210449139275,Agi_DualBetter_L1_50_results.json
AgiBot,12096184,L1,original,26.550001384,1.0,0.9,0.11081299185752869,Agi_DualBetter_L1_50_results.json
AgiBot,12096184,L1,llm_dual,26.550001384,1.0,0.9,0.08022718752423923,Agi_DualBetter_L1_50_results.json
AgiBot,12096250,L1,original,26.766668062,1.0,0.8,0.1072233517964681,Agi_DualBetter_L1_50_results.json
AgiBot,12096250,L1,llm_dual,26.766668062,1.0,0.9,0.08485752592484157,Agi_DualBetter_L1_50_results.json
AgiBot,12096115,L1,original,27.066668078,1.0,0.9,0.10186982154846191,Agi_DualBetter_L1_50_results.json
AgiBot,12096115,L1,llm_dual,27.066668078,1.0,0.9,0.08516217023134232,Agi_DualBetter_L1_50_results.json
AgiBot,12096322,L1,original,27.150001415,1.0,0.7,0.09122439722220103,Agi_DualBetter_L1_50_results.json
AgiBot,12096322,L1,llm_dual,27.150001415,1.0,0.9,0.053151159236828484,Agi_DualBetter_L1_50_results.json
AgiBot,12096108,L2,original,27.200001418,1.0,0.9,0.12442298481861751,Agi_DualBetter_L2_50_results.json
AgiBot,12096108,L2,llm_dual,27.200001418,1.0,0.9,0.08613984038432439,Agi_DualBetter_L2_50_results.json
AgiBot,12079264,L2,original,27.266668088,0.0,0.4,0.11851722995440166,Agi_DualBetter_L2_50_results.json
AgiBot,12079264,L2,llm_dual,27.266668088,0.0,0.4,0.08489963163932164,Agi_DualBetter_L2_50_results.json
AgiBot,12096187,L2,original,27.283334756,1.0,0.4,0.06926800931493442,Agi_DualBetter_L2_50_results.json
AgiBot,12096187,L2,llm_dual,27.283334756,1.0,0.9,0.08277473598718643,Agi_DualBetter_L2_50_results.json
AgiBot,12093324,L2,original,27.633334774,1.0,0.7,0.10879299541314442,Agi_DualBetter_L2_50_results.json
AgiBot,12093324,L2,llm_dual,27.633334774,1.0,0.7,0.06373171135783195,Agi_DualBetter_L2_50_results.json
AgiBot,12093142,L2,original,27.916668122,1.0,0.9,0.10910213490327199,Agi_DualBetter_L2_50_results.json
AgiBot,12093142,L2,llm_dual,27.916668122,1.0,0.9,0.07300250480572383,Agi_DualBetter_L2_50_results.json
AgiBot,12093756,L2,original,28.250001473,1.0,0.4,0.12584886203209558,Agi_DualBetter_L2_50_results.json
AgiBot,12093756,L2,llm_dual,28.250001473,1.0,0.9,0.07733135546247165,Agi_DualBetter_L2_50_results.json
AgiBot,12096166,L2,original,28.250001473,1.0,0.8,0.09216339886188507,Agi_DualBetter_L2_50_results.json
AgiBot,12096166,L2,llm_dual,28.250001473,1.0,0.9,0.08899171650409698,Agi_DualBetter_L2_50_results.json
AgiBot,12079234,L2,original,28.316668143,0.0,0.0,0.1053763876358668,Agi_DualBetter_L2_50_results.json
AgiBot,12079234,L2,llm_dual,28.316668143,0.0,0.4,0.10090104987223943,Agi_DualBetter_L2_50_results.json
AgiBot,12052496,L2,original,28.416668148,1.0,0.4,0.07650175069769223,Agi_DualBetter_L2_50_results.json
AgiBot,12052496,L2,llm_dual,28.416668148,1.0,0.9,0.050632899006207786,Agi_DualBetter_L2_50_results.json
AgiBot,12093696,L2,original,28.866668172,1.0,0.9,0.11331551522016525,Agi_DualBetter_L2_50_results.json
AgiBot,12093696,L2,llm_dual,28.866668172,1.0,0.9,0.11255224669973056,Agi_DualBetter_L2_50_results.json
AgiBot,12067238,L2,original,28.916668174,0.0,0.4,0.1056304598848025,Agi_DualBetter_L2_50_results.json
AgiBot,12067238,L2,llm_dual,28.916668174,0.0,0.4,0.058220211416482925,Agi_DualBetter_L2_50_results.json
AgiBot,12093316,L2,original,29.266668193,1.0,0.4,0.09000990788141887,Agi_DualBetter_L2_50_results.json
AgiBot,12093316,L2,llm_dual,29.266668193,1.0,0.9,0.10304888089497884,Agi_DualBetter_L2_50_results.json
AgiBot,12079298,L2,original,29.933334894,0.0,0.4,0.122263270119826,Agi_DualBetter_L2_50_results.json
AgiBot,12079298,L2,llm_dual,29.933334894,0.0,0.4,0.09034606317679088,Agi_DualBetter_L2_50_results.json
AgiBot,12096320,L2,original,30.066668234,1.0,0.7,0.09307486812273662,Agi_DualBetter_L2_50_results.json
AgiBot,12096320,L2,llm_dual,30.066668234,1.0,0.7,0.09217336277167003,Agi_DualBetter_L2_50_results.json
AgiBot,12093103,L2,original,30.316668247,1.0,0.7,0.08584769318501155,Agi_DualBetter_L2_50_results.json
AgiBot,12093103,L2,llm_dual,30.316668247,1.0,0.7,0.0823511431614558,Agi_DualBetter_L2_50_results.json
AgiBot,12096193,L2,original,30.550001593,1.0,0.7,0.10729433844486873,Agi_DualBetter_L2_50_results.json
AgiBot,12096193,L2,llm_dual,30.550001593,1.0,0.7,0.09618201851844788,Agi_DualBetter_L2_50_results.json
AgiBot,12093372,L2,original,31.433334972,1.0,0.9,0.11285816381374995,Agi_DualBetter_L2_50_results.json
AgiBot,12093372,L2,llm_dual,31.433334972,1.0,0.9,0.09168422594666481,Agi_DualBetter_L2_50_results.json
AgiBot,12093111,L2,original,33.283335069,1.0,0.7,0.06812677035729091,Agi_DualBetter_L2_50_results.json
AgiBot,12093111,L2,llm_dual,33.283335069,1.0,0.9,0.09067465923726559,Agi_DualBetter_L2_50_results.json
AgiBot,12056695,L2,original,33.966668438,0.0,0.4,0.07420937965313594,Agi_DualBetter_L2_50_results.json
AgiBot,12056695,L2,llm_dual,33.966668438,1.0,0.7,0.04996470113595327,Agi_DualBetter_L2_50_results.json
AgiBot,12057111,L2,original,37.083335267,0.0,0.0,0.11054958403110504,Agi_DualBetter_L2_50_results.json
AgiBot,12057111,L2,llm_dual,37.083335267,0.0,0.4,0.06937217091520627,Agi_DualBetter_L2_50_results.json
AgiBot,12053116,L2,original,40.433335442,0.0,0.4,0.05539052188396454,Agi_DualBetter_L2_50_results.json
AgiBot,12053116,L2,llm_dual,40.433335442,1.0,0.7,0.06755117326974869,Agi_DualBetter_L2_50_results.json
AgiBot,12067327,L2,original,40.65000212,0.0,0.4,0.06649297724167506,Agi_DualBetter_L2_50_results.json
AgiBot,12067327,L2,llm_dual,40.65000212,1.0,0.7,0.06639564285675685,Agi_DualBetter_L2_50_results.json
AgiBot,12067208,L2,original,41.483335496,0.0,0.4,0.09156128267447154,Agi_DualBetter_L2_50_results.json
AgiBot,12067208,L2,llm_dual,41.483335496,1.0,0.6,0.043723819156487785,Agi_DualBetter_L2_50_results.json
AgiBot,12057359,L2,original,41.616668837,0.0,0.4,0.07743032773335774,Agi_DualBetter_L2_50_results.json
AgiBot,12057359,L2,llm_dual,41.616668837,1.0,0.7,0.050371876607338585,Agi_DualBetter_L2_50_results.json
AgiBot,12056924,L2,original,43.500002268,0.0,0.0,0.08907115831971169,Agi_DualBetter_L2_50_results.json
AgiBot,12056924,L2,llm_dual,43.500002268,0.0,0.4,0.06567995250225067,Agi_DualBetter_L2_50_results.json
AgiBot,12067191,L2,original,44.250002307,0.0,0.4,0.07728590071201324,Agi_DualBetter_L2_50_results.json
AgiBot,12067191,L2,llm_dual,44.250002307,0.0,0.4,0.04158438245455424,Agi_DualBetter_L2_50_results.json
AgiBot,12056666,L2,original,44.50000232,0.0,0.0,0.08924515048662822,Agi_DualBetter_L2_50_results.json
AgiBot,12056666,L2,llm_dual,44.50000232,0.0,0.4,0.058089268704255424,Agi_DualBetter_L2_50_results.json
AgiBot,12055936,L2,original,45.483335705,1.0,0.7,0.09340153137842815,Agi_DualBetter_L2_50_results.json
AgiBot,12055936,L2,llm_dual,45.483335705,1.0,0.7,0.055361334855357804,Agi_DualBetter_L2_50_results.json
AgiBot,12067211,L2,original,46.016669066,0.0,0.3,0.06954647228121758,Agi_DualBetter_L2_50_results.json
AgiBot,12067211,L2,llm_dual,46.016669066,0.0,0.4,0.07882751772801082,Agi_DualBetter_L2_50_results.json
AgiBot,12067158,L2,original,47.88333583,0.0,0.3,0.08345525960127513,Agi_DualBetter_L2_50_results.json
AgiBot,12067158,L2,llm_dual,47.88333583,0.0,0.4,0.07356335719426473,Agi_DualBetter_L2_50_results.json
AgiBot,12052779,L2,original,48.183335846,1.0,0.4,0.06577432031432788,Agi_DualBetter_L2_50_results.json
AgiBot,12052779,L2,llm_dual,48.183335846,1.0,0.7,0.06134518856803576,Agi_DualBetter_L2_50_results.json
AgiBot,12052966,L2,original,50.733335979,1.0,0.4,0.07099932990968227,Agi_DualBetter_L2_50_results.json
AgiBot,12052966,L2,llm_dual,50.733335979,1.0,0.7,0.07487689393262069,Agi_DualBetter_L2_50_results.json
AgiBot,12052355,L2,original,50.750002646,1.0,0.7,0.10180866469939549,Agi_DualBetter_L2_50_results.json
AgiBot,12052355,L2,llm_dual,50.750002646,1.0,0.7,0.06375093385577202,Agi_DualBetter_L2_50_results.json
AgiBot,12052650,L2,original,53.933336146,0.0,0.4,0.06896168614427249,Agi_DualBetter_L2_50_results.json
AgiBot,12052650,L2,llm_dual,53.933336146,1.0,0.8,0.06357346847653389,Agi_DualBetter_L2_50_results.json
AgiBot,12055834,L2,original,55.066669538,0.0,0.4,0.07590767368674278,Agi_DualBetter_L2_50_results.json
AgiBot,12055834,L2,llm_dual,55.066669538,0.0,0.4,0.044232968240976334,Agi_DualBetter_L2_50_results.json
AgiBot,12067260,L2,original,55.283336216,1.0,0.6,0.08074007431666057,Agi_DualBetter_L2_50_results.json
AgiBot,12067260,L2,llm_dual,55.283336216,1.0,0.6,0.06320903574426968,Agi_DualBetter_L2_50_results.json
AgiBot,12067166,L2,original,55.416669556,0.0,0.4,0.09313370659947395,Agi_DualBetter_L2_50_results.json
AgiBot,12067166,L2,llm_dual,55.416669556,0.0,0.4,0.05592583864927292,Agi_DualBetter_L2_50_results.json
AgiBot,12067184,L2,original,56.183336263,0.0,0.3,0.07736177245775859,Agi_DualBetter_L2_50_results.json
AgiBot,12067184,L2,llm_dual,56.183336263,0.0,0.4,0.07191626727581024,Agi_DualBetter_L2_50_results.json
AgiBot,12052919,L2,original,56.466669611,1.0,0.7,0.07872484748562177,Agi_DualBetter_L2_50_results.json
AgiBot,12052919,L2,llm_dual,56.466669611,1.0,0.7,0.049969226121902466,Agi_DualBetter_L2_50_results.json
AgiBot,12057354,L2,original,60.066669799,0.0,0.4,0.06768401836355527,Agi_DualBetter_L2_50_results.json
AgiBot,12057354,L2,llm_dual,60.066669799,1.0,0.7,0.05073920637369156,Agi_DualBetter_L2_50_results.json
AgiBot,12057013,L2,original,60.883336508,0.0,0.3,0.12467341870069504,Agi_DualBetter_L2_50_results.json
AgiBot,12057013,L2,llm_dual,60.883336508,0.0,0.4,0.10636214166879654,Agi_DualBetter_L2_50_results.json
AgiBot,12056598,L2,original,63.783336659,0.0,0.4,0.10442198067903519,Agi_DualBetter_L2_50_results.json
AgiBot,12056598,L2,llm_dual,63.783336659,1.0,0.7,0.08474913860360782,Agi_DualBetter_L2_50_results.json
AgiBot,12055722,L2,original,64.333336688,0.0,0.4,0.07735618576407433,Agi_DualBetter_L2_50_results.json
AgiBot,12055722,L2,llm_dual,64.333336688,1.0,0.8,0.05427959312995275,Agi_DualBetter_L2_50_results.json
AgiBot,12057337,L2,original,64.666670039,0.0,0.4,0.07249077036976814,Agi_DualBetter_L2_50_results.json
AgiBot,12057337,L2,llm_dual,64.666670039,1.0,0.7,0.05970270683368047,Agi_DualBetter_L2_50_results.json
AgiBot,12056691,L2,original,66.133336782,0.0,0.0,0.0824382733553648,Agi_DualBetter_L2_50_results.json
AgiBot,12056691,L2,llm_dual,66.133336782,1.0,0.7,0.05298451085885366,Agi_DualBetter_L2_50_results.json
AgiBot,12052691,L2,original,67.333336845,1.0,0.4,0.07687587042649587,Agi_DualBetter_L2_50_results.json
AgiBot,12052691,L2,llm_dual,67.333336845,1.0,0.9,0.04372260967890421,Agi_DualBetter_L2_50_results.json
AgiBot,12056123,L2,original,67.533336855,0.0,0.0,0.09291643897692363,Agi_DualBetter_L2_50_results.json
AgiBot,12056123,L2,llm_dual,67.533336855,0.0,0.4,0.061013915886481605,Agi_DualBetter_L2_50_results.json
AgiBot,12057175,L2,original,68.250003559,0.0,0.4,0.08742803086837132,Agi_DualBetter_L2_50_results.json
AgiBot,12057175,L2,llm_dual,68.250003559,1.0,0.7,0.03436313010752201,Agi_DualBetter_L2_50_results.json
AgiBot,12055931,L2,original,68.466670237,0.0,0.4,0.08984244614839554,Agi_DualBetter_L2_50_results.json
AgiBot,12055931,L2,llm_dual,68.466670237,1.0,0.7,0.03902542715271314,Agi_DualBetter_L2_50_results.json
AgiBot,12056630,L2,original,69.383336951,1.0,0.7,0.08025955408811569,Agi_DualBetter_L2_50_results.json
AgiBot,12056630,L2,llm_dual,69.383336951,1.0,0.9,0.0453668919702371,Agi_DualBetter_L2_50_results.json
AgiBot,12052516,L3,original,72.766670461,0.0,0.4,0.08360429108142853,Agi_DualBetter_L3_50_results.json
AgiBot,12052516,L3,llm_dual,72.766670461,1.0,0.7,0.04941703503330549,Agi_DualBetter_L3_50_results.json
AgiBot,12052365,L3,original,72.983337139,0.0,0.4,0.07686980813741684,Agi_DualBetter_L3_50_results.json
AgiBot,12052365,L3,llm_dual,72.983337139,1.0,0.8,0.04908416420221329,Agi_DualBetter_L3_50_results.json
AgiBot,12052646,L3,original,74.40000388,1.0,0.6,0.0759755124648412,Agi_DualBetter_L3_50_results.json
AgiBot,12052646,L3,llm_dual,74.40000388,1.0,0.9,0.054672107100486755,Agi_DualBetter_L3_50_results.json
AgiBot,12052745,L3,original,77.066670686,0.0,0.3,0.07474428415298462,Agi_DualBetter_L3_50_results.json
AgiBot,12052745,L3,llm_dual,77.066670686,0.0,0.4,0.07147486880421638,Agi_DualBetter_L3_50_results.json
AgiBot,12052534,L3,original,78.05000407,0.0,0.4,0.06846938033898671,Agi_DualBetter_L3_50_results.json
AgiBot,12052534,L3,llm_dual,78.05000407,1.0,0.7,0.05804769570628802,Agi_DualBetter_L3_50_results.json
AgiBot,12055595,L3,original,78.400004088,0.0,0.4,0.07726134980718295,Agi_DualBetter_L3_50_results.json
AgiBot,12055595,L3,llm_dual,78.400004088,1.0,0.7,0.08240040019154549,Agi_DualBetter_L3_50_results.json
AgiBot,12053069,L3,original,84.183337723,0.0,0.3,0.052184307326873146,Agi_DualBetter_L3_50_results.json
AgiBot,12053069,L3,llm_dual,84.183337723,0.0,0.4,0.040094525863726936,Agi_DualBetter_L3_50_results.json
AgiBot,12052777,L3,original,89.583338005,1.0,0.7,0.06594053407510121,Agi_DualBetter_L3_50_results.json
AgiBot,12052777,L3,llm_dual,89.583338005,1.0,0.9,0.04992801447709402,Agi_DualBetter_L3_50_results.json
AgiBot,12053104,L3,original,90.250004706,0.0,0.0,0.05892526110013326,Agi_DualBetter_L3_50_results.json
AgiBot,12053104,L3,llm_dual,90.250004706,1.0,0.7,0.04976173614462217,Agi_DualBetter_L3_50_results.json
AgiBot,12052348,L3,original,93.800004892,1.0,0.7,0.07189178218444188,Agi_DualBetter_L3_50_results.json
AgiBot,12052348,L3,llm_dual,93.800004892,1.0,0.7,0.06191159412264824,Agi_DualBetter_L3_50_results.json
AgiBot,12055891,L3,original,94.950004952,0.0,0.4,0.1274212176601092,Agi_DualBetter_L3_50_results.json
AgiBot,12055891,L3,llm_dual,94.950004952,1.0,0.7,0.07388275116682053,Agi_DualBetter_L3_50_results.json
AgiBot,12057176,L3,original,96.066671676,0.0,0.4,0.10335889707008998,Agi_DualBetter_L3_50_results.json
AgiBot,12057176,L3,llm_dual,96.066671676,1.0,0.7,0.071451544140776,Agi_DualBetter_L3_50_results.json
AgiBot,12052515,L3,original,97.000005058,0.0,0.4,0.07399642405410607,Agi_DualBetter_L3_50_results.json
AgiBot,12052515,L3,llm_dual,97.000005058,1.0,0.7,0.04052447838087877,Agi_DualBetter_L3_50_results.json
AgiBot,12055618,L3,original,97.000005058,1.0,0.7,0.08114263166983922,Agi_DualBetter_L3_50_results.json
AgiBot,12055618,L3,llm_dual,97.000005058,1.0,0.8,0.056844111531972885,Agi_DualBetter_L3_50_results.json
AgiBot,12052949,L3,original,99.166671838,0.0,0.3,0.051573013265927635,Agi_DualBetter_L3_50_results.json
AgiBot,12052949,L3,llm_dual,99.166671838,0.0,0.4,0.04948763673504194,Agi_DualBetter_L3_50_results.json
AgiBot,12055925,L3,original,99.750005202,0.0,0.4,0.0882287509739399,Agi_DualBetter_L3_50_results.json
AgiBot,12055925,L3,llm_dual,99.750005202,1.0,0.9,0.07270524402459462,Agi_DualBetter_L3_50_results.json
AgiBot,12050928,L3,original,101.983338652,0.0,0.4,0.08810855572422345,Agi_DualBetter_L3_50_results.json
AgiBot,12050928,L3,llm_dual,101.983338652,0.0,0.4,0.060949513067801796,Agi_DualBetter_L3_50_results.json
AgiBot,12053142,L3,original,105.350005494,0.0,0.4,0.05939219519495964,Agi_DualBetter_L3_50_results.json
AgiBot,12053142,L3,llm_dual,105.350005494,1.0,0.7,0.05293174833059311,Agi_DualBetter_L3_50_results.json
AgiBot,12052940,L3,original,106.000005528,1.0,0.7,0.08521442612012227,Agi_DualBetter_L3_50_results.json
AgiBot,12052940,L3,llm_dual,106.000005528,1.0,0.7,0.05864209681749344,Agi_DualBetter_L3_50_results.json
AgiBot,12055850,L3,original,106.966672245,0.0,0.4,0.11585106079777081,Agi_DualBetter_L3_50_results.json
AgiBot,12055850,L3,llm_dual,106.966672245,0.0,0.4,0.07575913518667221,Agi_DualBetter_L3_50_results.json
AgiBot,12050837,L3,original,107.916672294,0.0,0.3,0.06602146849036217,Agi_DualBetter_L3_50_results.json
AgiBot,12050837,L3,llm_dual,107.916672294,0.0,0.4,0.05614192100862662,Agi_DualBetter_L3_50_results.json
AgiBot,12052907,L3,original,109.450005708,0.0,0.4,0.0631587840616703,Agi_DualBetter_L3_50_results.json
AgiBot,12052907,L3,llm_dual,109.450005708,1.0,0.7,0.03762231643001238,Agi_DualBetter_L3_50_results.json
AgiBot,12052685,L3,original,112.633339207,1.0,0.4,0.05240483954548836,Agi_DualBetter_L3_50_results.json
AgiBot,12052685,L3,llm_dual,112.633339207,1.0,0.8,0.042642208437124886,Agi_DualBetter_L3_50_results.json
AgiBot,12053001,L3,original,117.533339463,0.0,0.4,0.042603567242622375,Agi_DualBetter_L3_50_results.json
AgiBot,12053001,L3,llm_dual,117.533339463,1.0,0.7,0.054580715795358024,Agi_DualBetter_L3_50_results.json
AgiBot,12052639,L3,original,118.066672824,0.0,0.4,0.08949753393729527,Agi_DualBetter_L3_50_results.json
