dataset,episode_id,split,mode,duration_sec,task_success,task_progress,mean_l2,source
AgiBot,12052639,L3,llm_dual,118.066672824,1.0,0.4,0.0651502584417661,Agi_DualBetter_L3_50_results.json
AgiBot,12050878,L3,original,118.783339528,0.0,0.3,0.07660274455944698,Agi_DualBetter_L3_50_results.json
AgiBot,12050878,L3,llm_dual,118.783339528,0.0,0.4,0.043071948612729706,Agi_DualBetter_L3_50_results.json
AgiBot,12052738,L3,original,122.483339721,1.0,0.7,0.06681311254700024,Agi_DualBetter_L3_50_results.json
AgiBot,12052738,L3,llm_dual,122.483339721,1.0,0.7,0.050365480283896126,Agi_DualBetter_L3_50_results.json
AgiBot,12052913,L3,original,123.200006425,0.0,0.4,0.06371322274208069,Agi_DualBetter_L3_50_results.json
AgiBot,12052913,L3,llm_dual,123.200006425,1.0,0.7,0.053428295999765396,Agi_DualBetter_L3_50_results.json
AgiBot,12052945,L3,original,124.750006506,1.0,0.7,0.06080614278713862,Agi_DualBetter_L3_50_results.json
AgiBot,12052945,L3,llm_dual,124.750006506,1.0,0.7,0.05416256934404373,Agi_DualBetter_L3_50_results.json
AgiBot,12053100,L3,original,125.566673215,0.0,0.4,0.06560986489057541,Agi_DualBetter_L3_50_results.json
AgiBot,12053100,L3,llm_dual,125.566673215,1.0,0.7,0.05090975513060888,Agi_DualBetter_L3_50_results.json
AgiBot,12050965,L3,original,127.083339961,0.0,0.4,0.07995872447888057,Agi_DualBetter_L3_50_results.json
AgiBot,12050965,L3,llm_dual,127.083339961,1.0,0.9,0.05530114844441414,Agi_DualBetter_L3_50_results.json
AgiBot,12052690,L3,original,128.433340031,1.0,0.8,0.08415498957037926,Agi_DualBetter_L3_50_results.json
AgiBot,12052690,L3,llm_dual,128.433340031,1.0,0.9,0.052727273354927696,Agi_DualBetter_L3_50_results.json
AgiBot,12050818,L3,original,128.716673379,0.0,0.3,0.056564544017116226,Agi_DualBetter_L3_50_results.json
AgiBot,12050818,L3,llm_dual,128.716673379,0.0,0.4,0.06394380082686742,Agi_DualBetter_L3_50_results.json
AgiBot,12050785,L3,original,133.616673635,0.0,0.4,0.07524516060948372,Agi_DualBetter_L3_50_results.json
AgiBot,12050785,L3,llm_dual,133.616673635,1.0,0.7,0.07579054559270541,Agi_DualBetter_L3_50_results.json
AgiBot,12053062,L3,original,134.783340362,0.0,0.4,0.05006323258082072,Agi_DualBetter_L3_50_results.json
AgiBot,12053062,L3,llm_dual,134.783340362,1.0,0.7,0.044469272096951805,Agi_DualBetter_L3_50_results.json
AgiBot,12050958,L3,original,138.583340561,0.0,0.4,0.07097604870796204,Agi_DualBetter_L3_50_results.json
AgiBot,12050958,L3,llm_dual,138.583340561,0.0,0.4,0.054837328692277275,Agi_DualBetter_L3_50_results.json
AgiBot,12050973,L3,original,139.916673963,0.0,0.4,0.06954353054364522,Agi_DualBetter_L3_50_results.json
AgiBot,12050973,L3,llm_dual,139.916673963,0.0,0.4,0.05409089848399162,Agi_DualBetter_L3_50_results.json
AgiBot,12052607,L3,original,140.333340652,1.0,0.4,0.08437796806295712,Agi_DualBetter_L3_50_results.json
AgiBot,12052607,L3,llm_dual,140.333340652,1.0,0.7,0.0499960221350193,Agi_DualBetter_L3_50_results.json
AgiBot,12050922,L3,original,146.216674292,0.0,0.4,0.08635844414432843,Agi_DualBetter_L3_50_results.json
AgiBot,12050922,L3,llm_dual,146.216674292,0.0,0.4,0.05683934005598227,Agi_DualBetter_L3_50_results.json
AgiBot,12050872,L3,original,146.783340988,0.0,0.4,0.07870897899071376,Agi_DualBetter_L3_50_results.json
AgiBot,12050872,L3,llm_dual,146.783340988,1.0,0.7,0.05379242325822512,Agi_DualBetter_L3_50_results.json
AgiBot,12052735,L3,original,148.133341059,0.0,0.4,0.05524591480692228,Agi_DualBetter_L3_50_results.json
AgiBot,12052735,L3,llm_dual,148.133341059,0.0,0.4,0.039306306590636574,Agi_DualBetter_L3_50_results.json
AgiBot,12050949,L3,original,158.416674928,0.0,0.4,0.08540974805752437,Agi_DualBetter_L3_50_results.json
AgiBot,12050949,L3,llm_dual,158.416674928,1.0,0.7,0.07154173652331035,Agi_DualBetter_L3_50_results.json
AgiBot,12052858,L3,original,167.450008733,0.0,0.4,0.04881183182199796,Agi_DualBetter_L3_50_results.json
AgiBot,12052858,L3,llm_dual,167.450008733,1.0,0.7,0.04724269236127535,Agi_DualBetter_L3_50_results.json
AgiBot,12052941,L3,original,170.033342201,0.0,0.4,0.051402623454729714,Agi_DualBetter_L3_50_results.json
AgiBot,12052941,L3,llm_dual,170.033342201,1.0,0.7,0.050642079363266625,Agi_DualBetter_L3_50_results.json
AgiBot,12052824,L3,original,172.100008975,0.0,0.4,0.05283124869068464,Agi_DualBetter_L3_50_results.json
AgiBot,12052824,L3,llm_dual,172.100008975,1.0,0.7,0.04672270640730858,Agi_DualBetter_L3_50_results.json
AgiBot,12053089,L3,original,197.000010274,0.0,0.3,0.07546170676747958,Agi_DualBetter_L3_50_results.json
AgiBot,12053089,L3,llm_dual,197.000010274,1.0,0.7,0.049774572253227234,Agi_DualBetter_L3_50_results.json
AgiBot,12053129,L3,original,204.166677314,0.0,0.0,0.08050508797168732,Agi_DualBetter_L3_50_results.json
AgiBot,12053129,L3,llm_dual,204.166677314,1.0,0.7,0.07469074055552483,Agi_DualBetter_L3_50_results.json
AgiBot,12053052,L3,original,213.500011134,1.0,0.7,0.04713386918107668,Agi_DualBetter_L3_50_results.json
AgiBot,12053052,L3,llm_dual,213.500011134,1.0,0.8,0.041041666020949684,Agi_DualBetter_L3_50_results.json
AgiBot,12052962,L3,original,233.633345518,1.0,0.4,0.047854880491892494,Agi_DualBetter_L3_50_results.json
AgiBot,12052962,L3,llm_dual,233.633345518,1.0,0.7,0.05579128861427307,Agi_DualBetter_L3_50_results.json
AgiBot,12053049,L3,original,237.566679056,0.0,0.3,0.06742195288340251,Agi_DualBetter_L3_50_results.json
AgiBot,12053049,L3,llm_dual,237.566679056,1.0,0.7,0.03656486111382643,Agi_DualBetter_L3_50_results.json
AgiBot,12093035,L1,llm_val,16.416667522,1.0,0.7,0.06069457406798998,agibot_3way_compare.json
AgiBot,12093263,L1,llm_val,15.900000829,0.0,0.4,0.06115265190601349,agibot_3way_compare.json
AgiBot,12093284,L1,llm_val,14.366667415,1.0,0.6,0.07723259304960568,agibot_3way_compare.json
AgiBot,12093350,L1,llm_val,17.500000912,0.0,0.4,0.07646124561627705,agibot_3way_compare.json
AgiBot,12093359,L1,llm_val,16.166667509,0.0,0.4,0.05261010676622391,agibot_3way_compare.json
AgiBot,12093365,L1,llm_val,16.316667517,0.0,0.4,0.06581217298905055,agibot_3way_compare.json
AgiBot,12093492,L1,llm_val,17.016667554,1.0,0.7,0.054133251309394836,agibot_3way_compare.json
AgiBot,12093549,L1,llm_val,16.783334208,1.0,0.7,0.0669081596036752,agibot_3way_compare.json
AgiBot,12093596,L1,llm_val,16.800000876,1.0,0.7,0.051952636490265526,agibot_3way_compare.json
AgiBot,12093633,L1,llm_val,16.716667538,1.0,0.7,0.05942860928674539,agibot_3way_compare.json
AgiBot,12093685,L1,llm_val,14.300000745,1.0,0.8,0.049957770854234695,agibot_3way_compare.json
AgiBot,12093687,L1,llm_val,15.716667486,0.0,0.4,0.06995200862487157,agibot_3way_compare.json
AgiBot,12093695,L1,llm_val,16.916667548,1.0,0.7,0.05497273802757263,agibot_3way_compare.json
AgiBot,12093734,L1,llm_val,17.750000925,0.0,0.4,0.06470214823881786,agibot_3way_compare.json
AgiBot,12093912,L1,llm_val,16.350000852,0.0,0.4,0.07532071322202682,agibot_3way_compare.json
AgiBot,12094096,L1,llm_val,17.65000092,0.0,0.4,0.04982018594940504,agibot_3way_compare.json
AgiBot,12093079,L1,llm_val,24.350001269,1.0,0.7,0.08063862721125285,agibot_3way_compare.json
AgiBot,12093093,L1,llm_val,25.916668018,1.0,0.9,0.07276223537822564,agibot_3way_compare.json
AgiBot,12093103,L2,llm_val,30.316668247,1.0,0.7,0.08114665374159813,agibot_3way_compare.json
AgiBot,12093111,L2,llm_val,33.283335069,1.0,0.7,0.05753334114948908,agibot_3way_compare.json
AgiBot,12093142,L2,llm_val,27.916668122,1.0,0.9,0.08959392458200455,agibot_3way_compare.json
AgiBot,12093226,L1,llm_val,25.450001327,1.0,0.9,0.07117912545800209,agibot_3way_compare.json
AgiBot,12093316,L2,llm_val,29.266668193,1.0,0.7,0.07266836116711299,agibot_3way_compare.json
AgiBot,12093324,L2,llm_val,27.633334774,0.0,0.4,0.05789793903628985,agibot_3way_compare.json
AgiBot,12093355,L1,llm_val,24.966667968,1.0,0.9,0.08287790417671204,agibot_3way_compare.json
AgiBot,12093372,L2,llm_val,31.433334972,1.0,1.0,0.09881586953997612,agibot_3way_compare.json
AgiBot,12093696,L2,llm_val,28.866668172,1.0,0.9,0.10414830533166726,agibot_3way_compare.json
AgiBot,12093756,L2,llm_val,28.250001473,1.0,0.7,0.06892805422345798,agibot_3way_compare.json
AgiBot,12095836,L1,llm_val,26.150001363,1.0,0.9,0.07698950543999672,agibot_3way_compare.json
AgiBot,12095888,L1,llm_val,25.116667976,1.0,0.9,0.0799938440322876,agibot_3way_compare.json
AgiBot,12096108,L2,llm_val,27.200001418,1.0,0.9,0.08270810420314471,agibot_3way_compare.json
AgiBot,12096115,L1,llm_val,27.066668078,1.0,0.7,0.07361308361093204,agibot_3way_compare.json
AgiBot,12096128,L1,llm_val,25.566668,1.0,0.7,0.0914096087217331,agibot_3way_compare.json
AgiBot,12096132,L1,llm_val,25.983334688,1.0,0.9,0.10379522790511449,agibot_3way_compare.json
AgiBot,12096166,L2,llm_val,28.250001473,1.0,0.9,0.082597100486358,agibot_3way_compare.json
AgiBot,12096184,L1,llm_val,26.550001384,1.0,0.9,0.12348901480436325,agibot_3way_compare.json
AgiBot,12096187,L2,llm_val,27.283334756,1.0,0.7,0.06964734693368275,agibot_3way_compare.json
AgiBot,12096193,L2,llm_val,30.550001593,1.0,0.9,0.11058688536286354,agibot_3way_compare.json
AgiBot,12096250,L1,llm_val,26.766668062,1.0,0.7,0.08122436205546062,agibot_3way_compare.json
AgiBot,12096259,L1,llm_val,24.766667958,1.0,0.4,0.06904082496960957,agibot_3way_compare.json
AgiBot,12096309,L1,llm_val,25.500001329,1.0,0.9,0.08474962910016377,agibot_3way_compare.json
AgiBot,12096311,L1,llm_val,26.216668033,1.0,0.9,0.05637115426361561,agibot_3way_compare.json
AgiBot,12096320,L2,llm_val,30.066668234,1.0,0.7,0.1082526296377182,agibot_3way_compare.json
AgiBot,12096322,L1,llm_val,27.150001415,1.0,1.0,0.05795160805185636,agibot_3way_compare.json
AgiBot,12079234,L2,llm_val,28.316668143,0.0,0.0,0.08907383431990941,agibot_3way_compare.json
AgiBot,12079264,L2,llm_val,27.266668088,0.0,0.4,0.08112217485904694,agibot_3way_compare.json
AgiBot,12079298,L2,llm_val,29.933334894,1.0,0.4,0.0758984126150608,agibot_3way_compare.json
AgiBot,12067158,L2,llm_val,47.88333583,1.0,0.7,0.05779248724381129,agibot_3way_compare.json
AgiBot,12067164,L1,llm_val,23.083334537,0.0,0.4,0.051284936567147575,agibot_3way_compare.json
AgiBot,12067166,L2,llm_val,55.416669556,0.0,0.4,0.06443132335940997,agibot_3way_compare.json
AgiBot,12067184,L2,llm_val,56.183336263,0.0,0.6,0.07664091760913531,agibot_3way_compare.json
AgiBot,12067191,L2,llm_val,44.250002307,1.0,0.7,0.05023832557102045,agibot_3way_compare.json
AgiBot,12067208,L2,llm_val,41.483335496,0.0,0.4,0.04169618089993795,agibot_3way_compare.json
AgiBot,12067211,L2,llm_val,46.016669066,0.0,0.4,0.08265464504559834,agibot_3way_compare.json
AgiBot,12067237,L1,llm_val,20.650001076,1.0,0.6,0.06674851104617119,agibot_3way_compare.json
AgiBot,12067238,L2,llm_val,28.916668174,0.0,0.4,0.046611398458480835,agibot_3way_compare.json
AgiBot,12067245,L1,llm_val,25.650001337,0.0,0.4,0.06027363737424215,agibot_3way_compare.json
AgiBot,12067252,L1,llm_val,22.016667814,1.0,0.6,0.061678530027469,agibot_3way_compare.json
AgiBot,12067260,L2,llm_val,55.283336216,1.0,0.6,0.06828379879395167,agibot_3way_compare.json
AgiBot,12067294,L1,llm_val,22.583334511,0.0,0.4,0.060519538819789886,agibot_3way_compare.json
AgiBot,12067300,L1,llm_val,25.150001311,0.0,0.4,0.05702845628062884,agibot_3way_compare.json
AgiBot,12067313,L1,llm_val,21.050001097,1.0,0.6,0.04188863870998224,agibot_3way_compare.json
AgiBot,12067327,L2,llm_val,40.65000212,0.0,0.4,0.06390113259355228,agibot_3way_compare.json
AgiBot,12067349,L1,llm_val,19.650001024,0.0,0.4,0.06876920908689499,agibot_3way_compare.json
AgiBot,12055595,L3,llm_val,78.400004088,0.0,0.4,0.0747205192844073,agibot_3way_compare.json
AgiBot,12055618,L3,llm_val,97.000005058,1.0,0.8,0.07304798563321431,agibot_3way_compare.json
AgiBot,12055722,L2,llm_val,64.333336688,1.0,0.7,0.0448581725358963,agibot_3way_compare.json
AgiBot,12055834,L2,llm_val,55.066669538,1.0,0.7,0.04572327062487602,agibot_3way_compare.json
AgiBot,12055850,L3,llm_val,106.966672245,0.0,0.4,0.05553446399668852,agibot_3way_compare.json
AgiBot,12055885,L1,llm_val,19.88333437,0.0,0.2,0.08324474096298218,agibot_3way_compare.json
AgiBot,12055891,L3,llm_val,94.950004952,1.0,0.7,0.07566447680195172,agibot_3way_compare.json
AgiBot,12055925,L3,llm_val,99.750005202,1.0,0.7,0.06896191462874413,agibot_3way_compare.json
AgiBot,12055931,L2,llm_val,68.466670237,1.0,0.7,0.05752677967151006,agibot_3way_compare.json
AgiBot,12055936,L2,llm_val,45.483335705,1.0,0.7,0.06538348272442818,agibot_3way_compare.json
AgiBot,12056123,L2,llm_val,67.533336855,0.0,0.4,0.07953112199902534,agibot_3way_compare.json
AgiBot,12056212,L1,llm_val,20.266667723,1.0,0.8,0.0701542633275191,agibot_3way_compare.json
AgiBot,12056598,L2,llm_val,63.783336659,1.0,0.7,0.09915841122468312,agibot_3way_compare.json
AgiBot,12056630,L2,llm_val,69.383336951,1.0,0.7,0.07418507089217503,agibot_3way_compare.json
AgiBot,12056666,L2,llm_val,44.50000232,0.0,0.3,0.05204214652379354,agibot_3way_compare.json
AgiBot,12056695,L2,llm_val,33.966668438,0.0,0.4,0.06236292297641436,agibot_3way_compare.json
AgiBot,12056924,L2,llm_val,43.500002268,1.0,0.7,0.06852706025044124,agibot_3way_compare.json
AgiBot,12057013,L2,llm_val,60.883336508,0.0,0.4,0.06481125578284264,agibot_3way_compare.json
AgiBot,12057111,L2,llm_val,37.083335267,0.0,0.4,0.07139299313227336,agibot_3way_compare.json
AgiBot,12057155,L1,llm_val,23.783334573,0.0,0.4,0.06497737827400367,agibot_3way_compare.json
AgiBot,12057172,L1,llm_val,21.30000111,1.0,0.7,0.0470803597321113,agibot_3way_compare.json
AgiBot,12057175,L2,llm_val,68.250003559,0.0,0.4,0.03493769591053327,agibot_3way_compare.json
AgiBot,12057176,L3,llm_val,96.066671676,1.0,0.7,0.06620961924393971,agibot_3way_compare.json
AgiBot,12057227,L1,llm_val,20.483334401,0.0,0.4,0.07497417616347472,agibot_3way_compare.json
AgiBot,12057337,L2,llm_val,64.666670039,1.0,0.7,0.057062783588965736,agibot_3way_compare.json
AgiBot,12057354,L2,llm_val,60.066669799,1.0,0.6,0.05653160313765208,agibot_3way_compare.json
AgiBot,12057359,L2,llm_val,41.616668837,1.0,0.7,0.05185208593805631,agibot_3way_compare.json
AgiBot,12052348,L3,llm_val,93.800004892,1.0,0.7,0.06648371989528339,agibot_3way_compare.json
AgiBot,12052353,L1,llm_val,20.133334383,0.0,0.4,0.061373256146907806,agibot_3way_compare.json
AgiBot,12052355,L2,llm_val,50.750002646,1.0,0.7,0.061780414233605065,agibot_3way_compare.json
AgiBot,12052365,L3,llm_val,72.983337139,1.0,0.8,0.0523027703166008,agibot_3way_compare.json
AgiBot,12052496,L2,llm_val,28.416668148,1.0,0.7,0.04683865730961164,agibot_3way_compare.json
AgiBot,12052515,L3,llm_val,97.000005058,1.0,0.7,0.03817921318113804,agibot_3way_compare.json
AgiBot,12052516,L3,llm_val,72.766670461,1.0,0.7,0.05996942147612572,agibot_3way_compare.json
AgiBot,12052534,L3,llm_val,78.05000407,1.0,0.7,0.05719322587052981,agibot_3way_compare.json
AgiBot,12052552,L1,llm_val,22.650001181,1.0,0.7,0.07687028249104817,agibot_3way_compare.json
AgiBot,12052607,L3,llm_val,140.333340652,1.0,0.4,0.056934911757707596,agibot_3way_compare.json
AgiBot,12052639,L3,llm_val,118.066672824,1.0,0.7,0.06009807934363683,agibot_3way_compare.json
AgiBot,12052646,L3,llm_val,74.40000388,1.0,0.9,0.05484595956901709,agibot_3way_compare.json
AgiBot,12052650,L2,llm_val,53.933336146,1.0,0.8,0.05823457365234693,agibot_3way_compare.json
AgiBot,12052683,L1,llm_val,24.000001251,1.0,0.7,0.09923424571752548,agibot_3way_compare.json
AgiBot,12052685,L3,llm_val,112.633339207,1.0,0.7,0.038619917506972946,agibot_3way_compare.json
AgiBot,12052690,L3,llm_val,128.433340031,1.0,0.8,0.04044801617662112,agibot_3way_compare.json
AgiBot,12052691,L2,llm_val,67.333336845,1.0,0.9,0.04864767814675967,agibot_3way_compare.json
AgiBot,12052745,L3,llm_val,77.066670686,1.0,0.7,0.06486596539616585,agibot_3way_compare.json
AgiBot,12052777,L3,llm_val,89.583338005,1.0,0.9,0.04897277678052584,agibot_3way_compare.json
AgiBot,12052779,L2,llm_val,48.183335846,1.0,0.9,0.07111257563034694,agibot_3way_compare.json
AgiBot,12052907,L3,llm_val,109.450005708,1.0,0.7,0.034225139766931534,agibot_3way_compare.json
AgiBot,12052919,L2,llm_val,56.466669611,1.0,0.7,0.053716883063316345,agibot_3way_compare.json
AgiBot,12052940,L3,llm_val,106.000005528,1.0,0.7,0.057378834734360375,agibot_3way_compare.json
AgiBot,12052966,L2,llm_val,50.733335979,1.0,0.7,0.04884859547019005,agibot_3way_compare.json
AgiBot,12052735,L3,llm_val,148.133341059,1.0,0.7,0.046143041302760444,agibot_3way_compare.json
AgiBot,12052738,L3,llm_val,122.483339721,0.0,0.4,0.04684219012657801,agibot_3way_compare.json
AgiBot,12052824,L3,llm_val,172.100008975,1.0,0.7,0.061745004107554756,agibot_3way_compare.json
AgiBot,12052858,L3,llm_val,167.450008733,0.0,0.4,0.05219874779383341,agibot_3way_compare.json
AgiBot,12052913,L3,llm_val,123.200006425,0.0,0.4,0.053719495733579,agibot_3way_compare.json
AgiBot,12052941,L3,llm_val,170.033342201,1.0,0.7,0.056941007574399315,agibot_3way_compare.json
AgiBot,12052945,L3,llm_val,124.750006506,1.0,0.7,0.0615248903632164,agibot_3way_compare.json
AgiBot,12052949,L3,llm_val,99.166671838,0.0,0.4,0.045799278964598976,agibot_3way_compare.json
AgiBot,12052962,L3,llm_val,233.633345518,0.0,0.4,0.056221770743529,agibot_3way_compare.json
AgiBot,12053001,L3,llm_val,117.533339463,0.0,0.4,0.05783590922753016,agibot_3way_compare.json
AgiBot,12053012,L1,llm_val,25.566668,1.0,0.7,0.05771828877429167,agibot_3way_compare.json
AgiBot,12053049,L3,llm_val,237.566679056,0.0,0.0,0.05165643307069937,agibot_3way_compare.json
AgiBot,12053052,L3,llm_val,213.500011134,1.0,0.7,0.03529109060764313,agibot_3way_compare.json
AgiBot,12053062,L3,llm_val,134.783340362,1.0,0.7,0.040124569088220596,agibot_3way_compare.json
AgiBot,12053069,L3,llm_val,84.183337723,1.0,0.7,0.05762592827280363,agibot_3way_compare.json
AgiBot,12053089,L3,llm_val,197.000010274,0.0,0.4,0.05800312881668409,agibot_3way_compare.json
AgiBot,12053100,L3,llm_val,125.566673215,0.0,0.4,0.05885390688975652,agibot_3way_compare.json
AgiBot,12053104,L3,llm_val,90.250004706,1.0,0.7,0.059078264981508255,agibot_3way_compare.json
AgiBot,12053116,L2,llm_val,40.433335442,0.0,0.3,0.07122388233741124,agibot_3way_compare.json
AgiBot,12053129,L3,llm_val,204.166677314,1.0,0.7,0.0917327565451463,agibot_3way_compare.json
AgiBot,12053142,L3,llm_val,105.350005494,0.0,0.4,0.04641231149435043,agibot_3way_compare.json
AgiBot,12050785,L3,llm_val,133.616673635,0.0,0.4,0.06653290862838428,agibot_3way_compare.json
AgiBot,12050818,L3,llm_val,128.716673379,0.0,0.4,0.05644459587832292,agibot_3way_compare.json
AgiBot,12050837,L3,llm_val,107.916672294,0.0,0.4,0.05433306097984314,agibot_3way_compare.json
AgiBot,12050872,L3,llm_val,146.783340988,0.0,0.4,0.045917594184478126,agibot_3way_compare.json
AgiBot,12050878,L3,llm_val,118.783339528,0.0,0.4,0.04002845970292886,agibot_3way_compare.json
AgiBot,12050922,L3,llm_val,146.216674292,0.0,0.4,0.05832872663935026,agibot_3way_compare.json
AgiBot,12050928,L3,llm_val,101.983338652,1.0,0.7,0.06269947066903114,agibot_3way_compare.json
AgiBot,12050949,L3,llm_val,158.416674928,0.0,0.4,0.072728897134463,agibot_3way_compare.json
AgiBot,12050958,L3,llm_val,138.583340561,0.0,0.4,0.05993354072173437,agibot_3way_compare.json
AgiBot,12050965,L3,llm_val,127.083339961,0.0,0.4,0.05862924332420031,agibot_3way_compare.json
AgiBot,12050973,L3,llm_val,139.916673963,1.0,0.7,0.05486190070708593,agibot_3way_compare.json
